,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
Campoletis.sonorensis.ichnovirus,0.0002189422586708,9.62803993325843e-06,0.0,0.0,2.73081906821723e-05,4.22400578519832e-05,3.89970428542404e-05,2.38669294574713e-05,0.0001292689453334,4.46965928234257e-05,7.30944816833757e-05,0.0,4.02432219850331e-05,0.0,6.07055932514806e-05,0.0,0.0001497233486824,3.80504617613787e-05,0.0,2.47734713777221e-05,2.79554697322635e-05,0.0001078522068853,7.44668037228189e-05,0.0,2.13091080028699e-05,0.0,1.73851424486417e-05,5.99695115003532e-05,0.0001232408903414,0.0,2.89689739392214e-05,0.0,6.19018859234905e-05,4.09602726315746e-05,8.59288869717199e-05,0.0,2.00580681071703e-05,3.42314876970322e-05,1.87550544871843e-05,0.000120175191394
Campylobacter.coli,0.272895886700509,0.087104877276189,0.0749132840447673,0.130320433434722,0.222397904915611,0.197134349995206,0.0737824050802228,0.269624702081053,0.23287800501822,0.0777720715127607,0.24540253983832,0.168573538406259,0.0575679290495899,0.35190739627317,0.120379191417686,0.303529764513836,0.143659553060832,0.243522955272824,0.0982627475829836,0.260121449466082,0.162029902568199,0.107618527103754,0.127170684057644,0.0842676114626423,0.0232147510899837,0.178769509169317,0.122930342254345,0.12569609610474,0.101509413344606,0.0669624463244403,0.396845973993393,0.0463450611498801,0.326284840702718,0.112067305919988,0.174521569439563,0.145759597691338,0.131580926783037,0.122617188930769,0.0193083285945562,0.197267576673274
Campylobacter.concisus,0.0096021819159949,0.002310729583982,0.0016098362785325,0.0039292592995393,0.0130260069553962,0.0124608170663351,0.0023398225712544,0.0101195780899678,0.0093396813003421,0.0028158853478758,0.0052384378539752,0.0038969668387937,0.0090144817246474,0.0069594265432528,0.0035816300018373,0.0328853221112904,0.0080351530459593,0.0131274093076757,0.002513219120571,0.0238568529367464,0.0352378695975181,0.001860450568772,0.0034068562703189,0.0056178407641761,0.0009467332269846,0.0057580096313142,0.0051112318799006,0.0196400150163657,0.015158629512003,0.0009556171243818,0.007329150406623,0.0025600631728578,0.0080059772461047,0.0065126833484203,0.0049838754443597,0.0072119049379639,0.0060775946364725,0.0049977972037667,0.001172190905449,0.0070602924943983
Campylobacter.curvus,6.25549310488273e-05,9.62803993325843e-06,1.11794186009204e-05,0.0,0.000163849144093,0.0,0.0,4.77338589149426e-05,0.0011957377443344,2.23482964117128e-05,0.0001218241361389,3.96301712419699e-05,4.02432219850331e-05,0.00062748927849,2.02351977504935e-05,8.79286687467659e-05,0.0003992622631532,0.0008371101587503,0.0,4.95469427554442e-05,5.5910939464527e-05,1.79753678142231e-05,0.0001117002055842,0.0001021425593486,1.82649497167456e-05,2.08623537366457e-05,8.69257122432084e-05,5.99695115003532e-05,4.10802967804961e-05,1.38495235417664e-05,0.0,5.27848076877905e-05,0.0003507773535664,0.0008192054526314,0.0003150725855629,9.1289935923594e-05,0.000120348408643,0.0,9.37752724359215e-06,9.01313935455106e-05
Campylobacter.fetus,0.0056924987254432,0.0013768097104559,0.0010285065112846,0.0019412412015581,0.0053797135643879,0.0059980882149816,0.0010659191713492,0.0067304741070069,0.0064311300303394,0.0024583126052884,0.0039958316653578,0.001307795650985,0.0068815909594406,0.0037078911910773,0.003116220453576,0.0075179011778484,0.0046414238091566,0.007343739119946,0.0019776150456952,0.0050537881610553,0.0021385934345181,0.0004314088275413,0.0018802867940011,0.0018045185484929,0.0010015280761348,0.0021488224348745,0.0021036022362856,0.0072263261357925,0.0092430667756116,0.0009833161714654,0.0115586206017493,0.0021113923075116,0.0038791848512054,0.0073728490736834,0.00366629917746,0.0038341773087909,0.0040316716895412,0.0046897138144934,0.0007783347612181,0.0054980150062761
Campylobacter.fetus.subsp..testudinum,0.0049105620873329,0.0012131330315905,0.0007825593020644,0.0028533906818083,0.0052977889923414,0.0017318423719313,0.0003769714142576,0.0027208299581517,0.0037164821783368,0.0018549086021721,0.0018517268693121,0.0019286683337758,0.0026158094290271,0.0039931135903909,0.0018211677975444,0.0065946501560074,0.0021959424473429,0.0049846104907406,0.0009064068959436,0.0028241757370603,0.0013977734866131,0.0002965935689346,0.0034254729712496,0.0010724968731609,0.0002800625623234,0.0021905471423478,0.0024165348003611,0.0059369816385349,0.005217197691123,0.0005401314181288,0.010602644461755,0.0017155062498531,0.0035490414596134,0.0066560443026308,0.0025205806845037,0.0024343982912958,0.0031090005566113,0.0020196577741249,0.000412611198718,0.0053177522191851
Campylobacter.fetus.subsp..venerealis,0.0013136535520253,0.000375493557397,0.0001229736046101,0.0004911574124424,0.0019661897291164,0.0010982415041515,0.0003379743714034,0.0011217456845011,0.0009695170900009,0.0008268869672333,0.0007796744712893,0.0006076626257102,0.0017505801563489,0.0005704447986272,0.0017402270065424,0.0016266803718151,0.0010480634407773,0.0028537846321034,0.0008034061123137,0.0022791593667504,0.0006988867433065,7.19014712568925e-05,0.0016010362800406,0.0003234514379374,0.000222223554887,0.0007093200270459,0.0007649462677402,0.0033582926440197,0.0055458400653669,0.0004985828475035,0.0022885489411984,0.0006334176922534,0.0021665660073221,0.0024576163578944,0.000916574794365,0.0023735383340134,0.0020258648788242,0.0013692595078812,0.0001031527996795,0.0024335476257287
Campylobacter.gracilis,0.012479708744241,0.0027247353011121,0.0030519812780512,0.0053091777440204,0.007782834344419,0.007434250181949,0.0047056431710783,0.0125301379651724,0.0126360394063453,0.0027488404586406,0.0102819570901282,0.0178996273442898,0.0034810387017053,0.0140329420462311,0.0089844278012191,0.0127056926339077,0.01110448169395,0.0085613538963102,0.0030076228819948,0.0094139191235344,0.0148024212232335,0.0056622408614802,0.0067392457369151,0.0042899874926436,0.0014825050853425,0.0045271307608521,0.0062238809966137,0.004077926782024,0.0031631828520982,0.0023267199550167,0.0122538759762906,0.0033518352881747,0.0152484978991532,0.0067174847115782,0.0081632442623134,0.0068163152156283,0.0071406722461526,0.0037654636466735,0.0013222313413464,0.0096440591093696
Campylobacter.hominis,0.0001876647931464,2.88841197997753e-05,1.11794186009204e-05,2.33884482115438e-05,0.000163849144093,0.0,5.19960571389871e-05,0.0001432015767448,0.0001292689453334,6.70448892351385e-05,0.0,0.0,0.0,0.0,8.09407910019741e-05,8.79286687467659e-05,0.0,0.0,0.0,0.0006936571985762,8.38664091967904e-05,8.98768390711157e-06,0.0,0.0,6.08831657224855e-06,0.0005215588434161,6.95405697945667e-05,2.99847557501766e-05,8.21605935609921e-05,0.0,5.79379478784427e-05,2.63924038438953e-05,0.0008872603649033,0.0026214574484207,0.0,0.0001825798718471,0.0001404064767501,3.42314876970322e-05,0.0,0.000120175191394
Campylobacter.hyointestinalis,0.000156387327622,8.66523593993258e-05,0.0,0.0,0.0001092327627286,4.22400578519832e-05,1.29990142847468e-05,0.0001193346472873,6.46344726667279e-05,2.23482964117128e-05,9.74593089111676e-05,0.0,8.04864439700663e-05,5.70444798627282e-05,2.02351977504935e-05,0.0001758573374935,0.0001996311315766,0.0001522018470455,0.0,7.43204141331663e-05,2.79554697322635e-05,0.0,9.30835046535236e-05,1.70237598914429e-05,1.52207914306214e-05,4.17247074732915e-05,3.47702848972834e-05,8.99542672505298e-05,4.10802967804961e-05,0.0,0.0001158758957568,5.27848076877905e-05,0.0002269735817194,0.0002662417721052,0.0001718577739434,0.0001217199145647,2.00580681071703e-05,0.0,0.0,6.00875956970071e-05
Campylobacter.hyointestinalis.subsp..lawsonii,0.0035030761387343,0.0012997853909898,0.0010844036042892,0.0022686794765197,0.0057347200432561,0.0019852827190432,0.0014428905856068,0.0047972528209517,0.0053646612313384,0.0032851995725217,0.0045074930371415,0.0022721298178729,0.0022536204311618,0.0038790246306655,0.0021246957638018,0.0129255143057746,0.0039926226315325,0.0057075692642068,0.0024308184936671,0.014170425628057,0.0037460329441233,0.0005212856666124,0.0045052416252305,0.004613438930581,0.0011202502492937,0.0016064012377217,0.0029207039313718,0.0024287652157643,0.0040669493812691,0.0009971656950071,0.0077347160417721,0.0024281011536383,0.0043743999385933,0.0129639262878934,0.0032080117802775,0.0089464137205122,0.0076421239488318,0.0017800373602456,0.0005720291618591,0.0050173142407
Campylobacter.iguaniorum,0.0129488707271072,0.0030232045390431,0.0023364984875923,0.0077649648062325,0.0181053304222802,0.0255129949425979,0.0031327624426239,0.0109310536915218,0.0156415423853481,0.0036651206115209,0.0097459308911167,0.0046103099211491,0.015151573077365,0.0110666290933693,0.0094903077449814,0.0343361451456121,0.0067125967992641,0.0242381441419982,0.0030488231954468,0.0161770768096525,0.0039836544368475,0.0018155121492365,0.0071488131573906,0.0057029595636333,0.0025357838523415,0.0086161520932346,0.0063629621362028,0.0302846033076784,0.0331928797986408,0.0016896418720955,0.0250291934834873,0.0035629745189258,0.0147739167737397,0.0186164439110507,0.0085356027725241,0.0135717704739743,0.0114531568891942,0.0179715310409419,0.0043511726410267,0.0154124682962823
Campylobacter.insulaenigrae,6.25549310488273e-05,0.0,0.0,0.0,0.000163849144093,0.0,1.29990142847468e-05,0.0,0.0,0.0,0.0,0.0,8.04864439700663e-05,5.70444798627282e-05,2.02351977504935e-05,0.0,2.49538914470787e-05,3.80504617613787e-05,0.0,2.47734713777221e-05,0.0,8.98768390711157e-06,0.0,1.70237598914429e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.00437978485035e-05
Campylobacter.jejuni,0.0826663413810252,0.0278250354071169,0.0288317205717736,0.0536998770937047,0.0636280842894614,0.0898868431090203,0.0213833784984085,0.125898052888161,0.0532588054773838,0.0374557447860307,0.061228810823441,0.0739631095945966,0.0417724644204644,0.049742786440299,0.0329833723333045,0.0858183806968435,0.0533763738053013,0.11148785296084,0.0587516469825302,0.0747167896752099,0.0648846452485835,0.0383414595477379,0.0295633210779591,0.0285828928577326,0.0073881721604236,0.0929417858967568,0.0637339322167204,0.0734026820764323,0.0597718318156218,0.0359395135908837,0.211937013339343,0.0247560748055738,0.0608495538627912,0.0540880400099943,0.057085423911546,0.0575126596318642,0.0622401853365493,0.0403246925071039,0.014300729046478,0.0632722382689485
Campylobacter.jejuni.subsp..jejuni,0.0304955288863033,0.0015693705091211,0.015159291622848,0.005893888949309,0.0188153433800167,0.0264845162731935,0.0079293987136955,0.043246876176938,0.0284714852096936,0.0067715338127489,0.0118900356871624,0.0381638549060171,0.0478491909402044,0.019509212113053,0.0027317516963166,0.0191244854524216,0.0100065104702785,0.0770141346050305,0.0057680438832778,0.0120646805609507,0.0043750310130992,0.0163665723948502,0.025597963779719,0.0062306961202681,0.0013363854876085,0.0080111438348719,0.0147947562237941,0.0222187040108809,0.0369722671024465,0.0063292322585872,0.0127173795593182,0.0060966452879398,0.0104820526830444,0.0074547696189465,0.0056999495024574,0.0075770646816583,0.0071607303142597,0.0063328252239509,0.0023256267564108,0.0143308915737362
Campylobacter.lari,0.011947991830326,0.001752303267853,0.0009949682554819,0.0273177075110832,0.0124252267603884,0.0031257642810467,0.001949852142712,0.0063247363062298,0.0061079576670057,0.0034416376474037,0.004215115110408,0.0031043634139543,0.0083303469509018,0.0074157823821546,0.0041684507366016,0.0162668037181517,0.0076857985657002,0.0119478449930729,0.0017716134784353,0.0083982067970477,0.0025020145410375,0.000970669861968,0.0043749247187156,0.0028259441419795,0.0014551076607674,0.0053824872640546,0.0037030353415606,0.0047375914085279,0.0054636794718059,0.0011633599775083,0.0101101719047883,0.0026128479805456,0.0054679999232416,0.0083149353442096,0.0044683021225294,0.0074249147884523,0.0034901038506476,0.0150276230989971,0.0010315279967951,0.0057383653890641
Campylobacter.peloridis,6.25549310488273e-05,0.0,0.0,0.0,2.73081906821723e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01216109925166e-05,0.0004563558389018,0.0,4.39643343733829e-05,0.0,3.80504617613787e-05,0.0,4.95469427554442e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.10802967804961e-05,0.0,2.89689739392214e-05,0.0,0.0,2.04801363157873e-05,0.0,0.0,2.00580681071703e-05,0.0,0.0,9.01313935455106e-05
Campylobacter.phage.CP30A,0.0006568267760126,0.0016560228685204,0.0047177146495883,0.0003274382749616,0.0037139139327754,0.0058291279835736,2.59980285694936e-05,0.0023389590868321,0.0009048826173341,0.0094980259749779,0.0007553096440615,0.0020211387333404,0.0020926475432217,0.0005134003187645,0.0010724654807761,0.0008792866874676,0.0018465879670838,0.0019405735498303,0.0033990258597887,0.0006688837271984,6.98886743306587e-05,8.08891551640041e-05,7.44668037228189e-05,0.0055156982048275,6.08831657224855e-06,0.0058623213999974,0.0022426833758747,0.000689649382254,0.0009859271227319,0.0025898609023103,0.0011297899836296,0.0039324681727403,0.0014237433762402,0.0007372849073683,0.0021768651366169,0.0023431083553722,0.0008223807923939,0.0039366210851587,0.0032915120625008,0.0030945111783958
Campylobacter.sp..RM16704,0.0075691466569081,0.0018582117071188,0.000693123953257,0.0050285163654819,0.0091209356878455,0.0040128054959384,0.0013518974856136,0.0056087284225057,0.0070128402843399,0.0034639859438154,0.005262802681203,0.0015719967925981,0.0074852392892161,0.0059896703855864,0.0053420922061302,0.0140685869994825,0.0071617668453115,0.0138503680811419,0.0023896181802151,0.0187039708901802,0.0032428344889425,0.0009976329136893,0.0044307748215077,0.0019066611078416,0.0011354710407243,0.0046105801757987,0.0049547655978628,0.0040179572705236,0.0055047597685864,0.0004154857062529,0.0180187017901957,0.0035365821150819,0.009182113078651,0.0170804336873666,0.00366629917746,0.0087942638273062,0.0049342847543638,0.0078732421703174,0.0004407437804488,0.0084122633975809
Campylobacter.subantarcticus,0.0002189422586708,5.77682395995506e-05,5.58970930046018e-05,0.0010992570659425,0.0004096228602325,0.0002112002892599,2.59980285694936e-05,0.0003102700829471,0.0005493930176671,4.46965928234257e-05,0.0,0.0001056804566452,0.0002213377209176,0.0002852223993136,0.0006070559325148,0.0005275720124805,0.0002744928059178,0.0002663532323296,0.0001442010970819,0.0005697898416876,0.000111821878929,0.0,0.0001675503083763,6.80950395657715e-05,0.0002678859291789,6.25870612099372e-05,0.0002607771367296,0.0001199390230007,8.21605935609921e-05,6.92476177088318e-05,0.0007821622963589,0.0001847468269072,0.0003507773535664,0.0002457616357894,0.0009738607190128,6.0859957282396e-05,8.0232272428681e-05,0.0021223522372159,0.0,0.000180262787091
Campylobacter.ureolyticus,3.12774655244136e-05,0.0,2.23588372018407e-05,2.33884482115438e-05,0.0001911573347752,0.0,1.29990142847468e-05,9.54677178298851e-05,0.0,2.23482964117128e-05,2.43648272277919e-05,0.0,0.000120729665955,0.0002281779194509,4.04703955009871e-05,8.79286687467659e-05,0.0001247694572353,3.80504617613787e-05,4.12003134519847e-05,0.0,0.0,0.0,0.0,0.0,6.08831657224855e-06,4.17247074732915e-05,3.47702848972834e-05,0.0,0.0,0.0,2.89689739392214e-05,0.0,2.06339619744968e-05,2.04801363157873e-05,0.0,0.0,0.0001002903405358,0.0,0.0,0.0
Campylobacter.virus.CP21,6.25549310488273e-05,2.88841197997753e-05,3.35382558027611e-05,9.35537928461754e-05,0.0003550064788682,8.44801157039665e-05,0.0001689871857017,0.0001670685062022,0.0002262206543335,6.70448892351385e-05,0.0002436482722779,6.60502854032832e-05,0.0004024322198503,0.0003422668791763,0.0002225871752554,0.0004396433437338,0.0002245850230237,0.0001141513852841,0.0001030007836299,0.0002477347137772,9.78441440629222e-05,6.2913787349781e-05,0.0002606338130298,0.0001191663192401,9.13247485837282e-06,0.0001043117686832,8.69257122432084e-05,0.0002098932902512,0.0003286423742439,2.76990470835327e-05,0.0001738138436353,2.63924038438953e-05,0.0001238037718469,0.0001638410905262,2.86429623239066e-05,3.0429978641198e-05,8.0232272428681e-05,3.42314876970322e-05,4.68876362179607e-05,0.000781138744061
Campylobacter.virus.CP220,0.0001251098620976,0.0,0.0,4.67768964230877e-05,0.0002184655254573,0.0002534403471118,3.89970428542404e-05,0.0001193346472873,0.0001292689453334,8.93931856468513e-05,7.30944816833757e-05,0.0,0.0,0.0,0.0003642335595088,0.0003077503406136,0.0001996311315766,0.0003805046176137,4.12003134519847e-05,0.0001981877710217,1.39777348661317e-05,2.69630517213347e-05,0.0002420171120991,6.80950395657715e-05,3.04415828612427e-06,6.25870612099372e-05,0.0001043108546918,0.0006296798707537,4.10802967804961e-05,9.69466647923645e-05,0.0005214415309059,0.0,8.25358478979873e-05,0.0002457616357894,0.0001718577739434,0.0003651597436943,0.0015043551080377,0.0,9.37752724359215e-06,0.0010515329246976
Campylobacter.virus.CPX,0.0006881042415371,0.0001251645191323,1.11794186009204e-05,0.0001169422410577,0.0008192457204651,0.0004224005785198,5.19960571389871e-05,0.0003102700829471,0.0001292689453334,0.0002905278533522,0.000462931717328,2.64201141613133e-05,0.0013481479364986,0.0001711334395881,0.0001011759887524,0.0006594650156007,0.0001247694572353,0.0004946560028979,0.0002060015672599,0.0004211490134212,1.39777348661317e-05,1.79753678142231e-05,1.86167009307047e-05,6.80950395657715e-05,0.0002130910800286,8.3449414946583e-05,0.0001043108546918,8.99542672505298e-05,4.10802967804961e-05,2.76990470835327e-05,0.0006373174266628,0.0001055696153755,0.0001857056577704,0.0027033779936839,8.59288869717199e-05,0.0001217199145647,0.0002808129535003,3.42314876970322e-05,0.0,0.0002703941806365
Campylobacter.virus.CPt10,3.12774655244136e-05,5.77682395995506e-05,1.11794186009204e-05,7.01653446346315e-05,0.0002184655254573,4.22400578519832e-05,1.29990142847468e-05,9.54677178298851e-05,0.0001615861816668,8.93931856468513e-05,0.0001461889633667,7.92603424839399e-05,0.0001006080549625,0.0001140889597254,0.0003844687572593,0.0002198216718669,0.0001497233486824,0.0003805046176137,4.12003134519847e-05,0.0002229612423994,2.79554697322635e-05,3.59507356284463e-05,0.0002047837102377,6.80950395657715e-05,0.0,6.25870612099372e-05,8.69257122432084e-05,0.0001199390230007,4.10802967804961e-05,0.0001800438060429,0.0002607207654529,0.0001055696153755,8.25358478979873e-05,6.1440408947362e-05,0.0001718577739434,0.0003042997864119,0.0016046454485736,0.0,9.37752724359215e-06,0.0010214891268491
Campylobacter.virus.NCTC12673,0.0016264282072695,0.0016271387487206,0.0047065352309874,0.00030404982675,0.0033862156445893,0.0057868879257217,2.59980285694936e-05,0.0024105598752046,0.0009048826173341,0.0088722736754499,0.0009745930891116,0.0020211387333404,0.0040645654204883,0.0004563558389018,0.0010724654807761,0.0006155006812273,0.0017717262927425,0.0019025230880689,0.0033372253896107,0.0006441102558207,8.38664091967904e-05,1.79753678142231e-05,9.30835046535236e-05,0.0054646269251531,0.0002313560297454,0.0057580096313142,0.0022079130909774,0.000509740847753,0.0007394453420489,0.0025760113787685,0.0013036038272649,0.0039324681727403,0.0013824754522912,0.000573443816842,0.0023487229105603,0.002312678376731,0.0008424388605011,0.0039023895974616,0.0032821345352572,0.0030945111783958
Campylobacter.volucris,9.38323965732409e-05,0.0,0.0,7.01653446346315e-05,0.0,0.0001267201735559,0.0,7.16007883724138e-05,0.0,0.0,0.0,0.0,2.01216109925166e-05,0.0,0.0,4.39643343733829e-05,9.98155657883146e-05,0.0,0.0,9.90938855108884e-05,5.5910939464527e-05,0.0,1.86167009307047e-05,3.40475197828858e-05,0.0,0.0,0.0,5.99695115003532e-05,8.21605935609921e-05,1.38495235417664e-05,5.79379478784427e-05,0.0,0.0,4.09602726315746e-05,0.0,3.0429978641198e-05,8.0232272428681e-05,0.0,0.0,3.00437978485035e-05
Canarypox.virus,0.0001876647931464,0.0002888411979977,8.94353488073629e-05,0.0006314881017116,0.0007373211484186,0.0006336008677797,3.89970428542404e-05,0.0007160078837241,3.23172363333639e-05,4.46965928234257e-05,0.0001705537905945,1.32100570806566e-05,0.0005835267187829,0.0004563558389018,6.07055932514806e-05,0.0004836076781072,0.0001996311315766,0.0049846104907406,0.0,0.0003716020706658,0.0002096660229919,0.000161778310328,0.0002792505139605,0.0002553563983716,9.13247485837282e-06,0.0003963847209962,0.0002955474216269,0.0001499237787508,0.0,0.0006093790358377,0.0004924725569667,7.91772115316858e-05,0.0001444377338214,6.1440408947362e-05,0.0001145718492956,0.0001521498932059,0.0002607548853932,3.42314876970322e-05,2.81325817307764e-05,0.0006309197548185
Candidatus.Accumulibacter.phosphatis,0.0013136535520253,0.0003851215973303,0.0002124089534174,0.0004911574124424,0.000327698288186,0.0003801605206678,0.0005849556428136,0.0005489393775218,0.0007432964356673,0.0004469659282342,0.0008771337802005,3.96301712419699e-05,0.0002414593319101,0.0007986227180781,0.0006475263280157,0.0008353223530942,0.0004242161546003,0.0004185550793751,0.0005356040748758,0.0009166184409757,0.0011042410544244,0.000323556620656,0.0003909507195447,0.0004085702373946,0.0001369871228755,0.0002712105985763,0.0007823314101888,0.0006296798707537,0.0002054014839024,9.69466647923645e-05,0.0011297899836296,0.0003694936538145,0.0010523320606993,0.0004300828626315,0.0006587881334498,0.0007607494660299,0.0004412774983577,0.0001711574384851,0.0005907842163463,0.000420613169879
Candidatus.Amoebophilus.asiaticus,0.0001876647931464,9.62803993325843e-06,5.58970930046018e-05,2.33884482115438e-05,0.000163849144093,0.0,3.89970428542404e-05,0.0,3.23172363333639e-05,0.0,2.43648272277919e-05,6.60502854032832e-05,0.0001408512769476,5.70444798627282e-05,4.04703955009871e-05,0.0,4.99077828941573e-05,3.80504617613787e-05,0.0,9.90938855108884e-05,0.0004612652505823,8.98768390711157e-06,0.0001117002055842,1.70237598914429e-05,6.08831657224855e-06,8.3449414946583e-05,3.47702848972834e-05,0.000179908534501,4.10802967804961e-05,0.0,2.89689739392214e-05,0.0,0.0001238037718469,2.04801363157873e-05,2.86429623239066e-05,9.1289935923594e-05,0.000120348408643,0.0,9.37752724359215e-06,0.0001502189892425
Candidatus.Arthromitus.sp..SFB.mouse,0.0027524169661484,0.0005873104359287,0.0001006147674082,0.0007484303427694,0.0022119634452559,0.0007180809834837,0.0002469812714101,0.0014797496263632,0.0031024546880029,6.70448892351385e-05,0.0013157006703007,0.0004491419407423,0.0001810944989326,0.007130559982841,0.0009915246897741,0.0047041837779519,0.0007735706348594,0.0007229587734661,0.0001236009403559,0.0017836899391959,0.000642975803842,0.0001527906264208,0.0014334859716642,0.0006298791159833,0.0002313560297454,0.0005006964896794,0.000921412549778,0.0013193292530077,0.0004929635613659,0.0001523447589594,0.001448448696961,0.000237531634595,0.0013205735663678,0.0006758444984209,0.0007447170204215,0.0011563391883655,0.0010229614734656,0.0005477038031525,9.37752724359215e-06,0.0010815767225461
Candidatus.Arthromitus.sp..SFB.mouse.NL,0.0256162442644948,0.0064219026354833,0.0016657333715371,0.0108990168665794,0.0180507140409159,0.025217314537634,0.0036527230140138,0.0133654804961839,0.0185177764190175,0.0029946717191695,0.0152767466718255,0.0069088598531834,0.0149704785784323,0.0200796569116803,0.0120399426615437,0.0435686553640225,0.0164196605721778,0.0208516530452355,0.0033784257030627,0.0176634850923159,0.0063179361594915,0.0015279062642089,0.0077631642881038,0.00519224676689,0.0025175189026247,0.00659250378078,0.0066585095578297,0.0205095729331208,0.0182396517705403,0.0029083999437709,0.0281868116428624,0.0044075314419305,0.016238928073929,0.016855152187893,0.0084210309232285,0.0095550132933361,0.010129324394121,0.01591764177912,0.0019505256666671,0.0164339574231314
Candidatus.Arthromitus.sp..SFB.rat.Yit,0.030245309162108,0.0034949784957728,0.0028172134874319,0.0137056306519647,0.0237581258934899,0.0218803499673273,0.0034967348425968,0.0164204474667402,0.0242379272500229,0.00326285127611,0.019321307991639,0.0052972328893433,0.0204636783793894,0.0293208626494423,0.014144403227595,0.0390842932579374,0.0156959977202125,0.0265972727712037,0.0042024319721024,0.0191746668463569,0.006373847098956,0.0017256353101654,0.0090849500541839,0.006111529801028,0.0023927084128936,0.0054033496177912,0.0092836660675746,0.0276159600459127,0.0338090842503483,0.0029083999437709,0.0269411457634759,0.0038268985573648,0.0142993356483263,0.0146637776021037,0.0102255375496347,0.0138456402817451,0.0102697308708712,0.0211208279090688,0.0012847212323721,0.0145111543608272
Candidatus.Atelocyanobacterium.thalassa,0.0001876647931464,3.85121597330337e-05,0.0,0.0002338844821154,0.0001365409534108,8.44801157039665e-05,3.89970428542404e-05,2.38669294574713e-05,0.0002262206543335,0.0,7.30944816833757e-05,2.64201141613133e-05,0.0002213377209176,0.0001140889597254,0.0001821167797544,0.0002198216718669,0.0,0.0004566055411365,2.06001567259924e-05,0.0002229612423994,0.0002376214927242,8.98768390711157e-06,0.0001489336074456,3.40475197828858e-05,6.08831657224855e-06,2.08623537366457e-05,6.95405697945667e-05,0.0005397256035031,0.0001643211871219,6.92476177088318e-05,2.89689739392214e-05,0.0,0.0002063396197449,2.04801363157873e-05,2.86429623239066e-05,0.0003651597436943,4.01161362143405e-05,6.84629753940643e-05,0.0,0.0
Candidatus.Azobacteroides.pseudotrichonymphae,0.0010947112933544,0.0002407009983314,5.58970930046018e-05,0.0006314881017116,0.0016931078222946,0.0002112002892599,0.0002209832428406,0.0016706850620229,0.0015512273440014,0.0057435121778102,0.0018273620420843,0.0002377810274518,0.0013883911584836,0.0001140889597254,0.0005058799437623,0.0012749656968281,0.0005489856118357,0.0038430966378992,0.0004944037614238,0.0013129939830192,0.0034664782468006,0.0002516551493991,0.0008005181400203,0.0003234514379374,7.00156405808583e-05,0.0028998671693937,0.0004867839885619,0.0010794512070063,0.0070247307494648,4.15485706252991e-05,0.0001448448696961,0.0003167088461267,0.0012999396043933,0.0086426175252622,0.0012316473799279,0.0099810329943129,0.0071406722461526,0.0025673615772774,3.75101089743686e-05,0.0013519709031826
Candidatus.Babela.massiliensis,0.0120418242268992,0.0012997853909898,0.0011067624414911,0.0097295944560022,0.0128894660019853,0.0160512219837536,0.001897856085573,0.0056087284225057,0.009953708790676,0.002100739862701,0.0048729654455583,0.0018494079912919,0.0068413477374556,0.00564740350641,0.0047350362736154,0.0109910835933457,0.0043918848946858,0.0115292899136977,0.0014420109708194,0.007927510840871,0.0030471462008167,0.0019503274078432,0.0028669719433285,0.0025876115034993,0.0010654554001435,0.0046940295907452,0.0037204204840093,0.0220387954763798,0.0142959432796126,0.0007340247477136,0.0081982196247996,0.0019794302882921,0.006066384820502,0.0088883791610517,0.0024632947598559,0.0051426663903624,0.0026276069220393,0.0132475857387514,0.0003094583990385,0.0064293727395797
Candidatus.Baumannia.cicadellinicola,0.0076629790534813,0.0010109441929921,0.0005254326742432,0.0043268629191356,0.0081378408232873,0.0086592118596565,0.0010789181856339,0.0038425756426528,0.006043323194339,0.0013408977847027,0.0031674275396129,0.0011624850230977,0.0095577652214453,0.00439242494943,0.0024889293233107,0.0066386144903808,0.0028946514078611,0.0095126154403446,0.0007622057988617,0.0058217657737647,0.0016353949793374,0.0007190147125689,0.0041887577094085,0.001923684867733,0.000687979772664,0.0026912436320273,0.0025556159399503,0.0065366767535385,0.0115846436920999,0.0006924761770883,0.00706842964117,0.0010293037499119,0.0045394716343893,0.0096461442047358,0.0037808710267556,0.0073640548311699,0.0052351557759714,0.0054428065438281,0.0005438965801283,0.0043263068901845
Candidatus.Blochmannia.chromaiodes,0.0,0.0,0.0,0.0,0.0,8.44801157039665e-05,1.29990142847468e-05,2.38669294574713e-05,3.23172363333639e-05,0.0,2.43648272277919e-05,0.0,0.0,0.0,0.0001214111865029,0.0,0.0,3.80504617613787e-05,0.0,2.47734713777221e-05,0.0,8.98768390711157e-06,1.86167009307047e-05,0.0,0.0,0.0,0.0,2.99847557501766e-05,0.0,1.38495235417664e-05,0.0004635035830275,0.0,2.06339619744968e-05,0.0,2.86429623239066e-05,0.0,4.01161362143405e-05,0.0,0.0,3.00437978485035e-05
